Customer ID,First Name,Last Name,Gender,Age Band,Country,City,Customer Type,Preferred Channel,Total Orders,Total Spend (USD),Last Purchase Date
CUST935835,Morgan,Thompson,Male,35-44,United Kingdom,London,Returning,Online,5,1375.75,2025-10-04
CUST307629,Lucas,Edwards,Male,35-44,United Kingdom,Cambridge,New,In-Store,6,2242.75,2023-10-08
CUST246529,Morgan,Evans,Male,25-34,United Kingdom,Edinburgh,Returning,Online,3,724.0,2025-10-09
CUST999362,Aria,Martinez,Male,45-54,Europe,Paris,New,Mobile App,4,1733.75,2024-01-12
CUST595436,Casey,Lee,Female,45-54,United Kingdom,York,New,In-Store,5,2184.5,2024-02-20
CUST124183,Chris,Baker,Female,45-54,Europe,Toulouse,New,In-Store,6,1425.0,2024-10-09
CUST195105,Mila,Collins,Female,25-34,Europe,Milan,Returning,Online,5,1520.75,2024-11-07
CUST527854,Luca,Perez,Female,18-24,Europe,Paris,New,In-Store,8,2153.0,2025-06-16
CUST655748,Casey,Thompson,Male,55+,Europe,Madrid,New,In-Store,5,1118.0,2023-10-28
CUST319331,Ava,Parker,Male,45-54,Europe,Paris,New,In-Store,8,1547.5,2025-11-16
CUST429114,Emily,Baker,Female,45-54,United Kingdom,Leeds,New,Online,6,2381.0,2024-02-10
CUST762622,Nora,Rodriguez,Female,45-54,Europe,Paris,Returning,In-Store,5,2003.0,2023-02-22
CUST970871,Harry,Adams,Male,18-24,Europe,Toulouse,New,In-Store,5,1297.5,2025-01-24
CUST541953,Ivy,Allen,Female,35-44,Europe,Toulouse,Returning,In-Store,8,2711.5,2025-08-31
CUST473867,Ivy,Campbell,Male,18-24,Europe,Paris,Returning,In-Store,10,3209.0,2024-07-30
CUST425019,Riley,Young,Female,25-34,Europe,Paris,New,In-Store,9,2160.0,2025-05-29
CUST222568,Avery,Phillips,Female,25-34,United Kingdom,Edinburgh,Returning,In-Store,3,1089.5,2025-05-29
CUST147496,Nora,Green,Male,25-34,United Kingdom,Brighton,Returning,In-Store,5,1121.5,2025-09-22
CUST850599,Chris,Baker,Female,35-44,Europe,Madrid,New,Online,5,1774.0,2024-03-24
CUST133425,Noah,Taylor,Male,45-54,United Kingdom,Leeds,Returning,In-Store,6,2215.5,2025-05-06
CUST838779,George,King,Male,18-24,Europe,Cologne,Returning,In-Store,8,2800.5,2025-07-07
CUST322535,Olivia,Perez,Male,45-54,Europe,Cologne,New,In-Store,6,1579.0,2022-04-23
CUST725372,Liam,Smith,Female,25-34,United Kingdom,Edinburgh,New,Online,4,1394.25,2024-01-28
CUST956430,Jacob,White,Female,55+,Europe,Madrid,Returning,Online,8,1952.0,2024-03-12
CUST773929,Daniel,Young,Female,35-44,United Kingdom,York,New,Online,7,2910.0,2023-06-12
CUST756570,Jacob,Cook,Female,18-24,United Kingdom,Bristol,Returning,In-Store,2,354.5,2023-01-20
CUST338243,Freya,Evans,Male,45-54,United Kingdom,Manchester,New,In-Store,11,3124.0,2025-06-16
CUST638350,Kai,Bailey,Female,18-24,United Kingdom,Southampton,Returning,Online,6,2468.0,2025-10-19
CUST677847,Ava,King,Male,35-44,Europe,Paris,Returning,In-Store,4,1414.0,2022-09-05
CUST482767,Freya,Allen,Female,45-54,Europe,Stockholm,Returning,In-Store,10,2132.75,2025-10-20
CUST134217,Jack,Cook,Male,25-34,United Kingdom,Leeds,Returning,Online,8,2359.5,2025-10-10
CUST921188,Ella,Parker,Female,35-44,Canada,Toronto,Returning,Online,6,1480.0,2025-02-12
CUST277200,Kai,Carter,Female,35-44,United Kingdom,Plymouth,Returning,In-Store,6,2222.0,2023-11-20
CUST976108,Lily,Anderson,Male,18-24,Europe,Madrid,Returning,In-Store,10,2916.5,2025-09-20
CUST939050,Ivy,Carter,Female,35-44,Europe,Toulouse,Returning,Online,8,2638.0,2024-03-27
CUST116977,Owen,Adams,Female,55+,Europe,Stockholm,New,Online,3,820.0,2022-09-22
CUST765311,Isla,Young,Male,25-34,Europe,Toulouse,Returning,In-Store,6,2393.0,2022-06-13
CUST670673,Mila,Thomas,Male,18-24,Europe,Madrid,New,In-Store,5,1322.5,2023-07-05
CUST307605,Taylor,Perez,Female,25-34,United Kingdom,Brighton,Returning,In-Store,8,2837.25,2025-10-29
CUST831503,Olivia,Smith,Male,35-44,United Kingdom,Cardiff,Returning,In-Store,10,3089.75,2023-04-05
CUST200244,Maya,Mitchell,Male,55+,United Kingdom,Manchester,New,In-Store,6,1757.0,2025-04-26
CUST323820,Liam,Bailey,Female,45-54,United Kingdom,Brighton,New,Online,7,1756.5,2023-10-13
CUST954026,Casey,Morris,Female,45-54,Europe,Marseille,Returning,In-Store,10,2772.5,2025-12-06
CUST768554,Riley,King,Male,25-34,United Kingdom,York,Returning,In-Store,3,1090.5,2022-06-16
CUST200968,Jack,Morris,Female,35-44,Canada,Vancouver,Returning,Online,6,2098.25,2024-11-09
CUST229671,Sam,Mitchell,Female,25-34,United Kingdom,Manchester,New,In-Store,8,2214.5,2023-05-18
CUST331362,Emma,Carter,Female,18-24,Europe,Marseille,Returning,In-Store,6,2115.25,2024-08-15
CUST163505,Ella,Parker,Female,35-44,United Kingdom,Edinburgh,Returning,In-Store,6,1436.5,2025-08-28
CUST264370,Ava,Martin,Male,35-44,United Kingdom,Southampton,Returning,Online,8,2629.25,2025-02-05
CUST614584,Nora,Anderson,Male,45-54,Europe,Cologne,New,In-Store,6,2141.0,2025-09-15
CUST106717,Freya,Johnson,Female,45-54,Europe,Marseille,Returning,In-Store,6,1479.5,2025-02-22
CUST358702,Jack,Thompson,Female,25-34,United Kingdom,Birmingham,Returning,In-Store,9,2021.25,2025-01-09
CUST382720,Owen,Adams,Female,35-44,Europe,Amsterdam,Returning,In-Store,11,4584.0,2024-12-04
CUST973781,Amelia,Bailey,Female,45-54,Canada,Toronto,Returning,Online,5,1061.0,2025-12-26
CUST976760,Oscar,Nelson,Male,25-34,United Kingdom,Newcastle,Returning,Online,10,3145.5,2025-06-23
CUST860924,Nina,Phillips,Female,25-34,United Kingdom,Leeds,New,In-Store,4,823.5,2023-10-02
CUST407712,Owen,Adams,Male,45-54,Europe,Madrid,Returning,In-Store,7,1551.0,2025-12-19
CUST574578,Luca,Morris,Female,45-54,United Kingdom,London,New,In-Store,1,166.25,2021-09-02
CUST553873,Casey,Young,Female,55+,United Kingdom,Belfast,Returning,In-Store,7,1815.0,2025-02-10
CUST874155,Riley,Thomas,Female,45-54,Europe,Madrid,Returning,Online,5,2041.75,2023-02-02
CUST771341,Noah,Collins,Male,45-54,United Kingdom,Edinburgh,Returning,In-Store,1,136.0,2020-06-01
CUST915916,Noah,Adams,Female,25-34,United Kingdom,Newcastle,Returning,Online,3,1202.0,2019-05-27
CUST595971,Leo,Adams,Male,35-44,Canada,Vancouver,Returning,In-Store,6,1196.75,2022-06-21
CUST927278,Sam,Phillips,Male,25-34,United Kingdom,Plymouth,New,In-Store,10,2491.5,2025-04-16
CUST769231,Max,Stewart,Male,25-34,United Kingdom,Leeds,Returning,In-Store,7,2227.75,2023-08-10
CUST764946,Riley,Edwards,Male,45-54,Europe,Madrid,Returning,In-Store,12,2626.0,2025-01-01
CUST695471,Jacob,Collins,Male,25-34,Europe,Amsterdam,New,In-Store,8,2732.25,2025-03-13
CUST402097,Leo,Carter,Male,25-34,Europe,Dublin,Returning,In-Store,6,2345.5,2025-09-06
CUST647706,Riley,Walker,Male,25-34,Europe,Toulouse,New,In-Store,8,2242.25,2024-08-01
CUST420925,Owen,Wright,Male,45-54,United Kingdom,York,New,Online,11,3153.0,2023-06-17
CUST684683,Casey,Carter,Female,35-44,United Kingdom,Plymouth,Returning,In-Store,9,3104.0,2023-11-15
CUST329311,Avery,Johnson,Female,18-24,United Kingdom,Bristol,Returning,In-Store,7,2349.25,2025-11-06
CUST819247,Charlie,Rodriguez,Male,35-44,United Kingdom,Cambridge,Returning,In-Store,3,672.5,2022-07-17
CUST614229,Jacob,Murphy,Male,25-34,United Kingdom,Manchester,New,In-Store,6,2255.5,2025-12-21
CUST739171,Luca,Young,Male,18-24,United Kingdom,Manchester,Returning,In-Store,9,2368.5,2023-06-11
CUST299611,Ella,Rodriguez,Male,25-34,United Kingdom,Belfast,New,In-Store,5,1048.75,2024-04-10
CUST812596,Ivy,Mitchell,Female,45-54,Europe,Toulouse,Returning,In-Store,7,2148.0,2025-05-15
CUST822343,Aria,Baker,Female,18-24,United Kingdom,Edinburgh,Returning,In-Store,2,444.5,2020-06-18
CUST231037,Morgan,Johnson,Male,25-34,United Kingdom,Bristol,New,In-Store,8,2217.25,2025-10-10
CUST415014,Oscar,Baker,Male,25-34,United Kingdom,Glasgow,New,In-Store,2,675.0,2022-04-09
CUST709905,Owen,Carter,Male,45-54,United Kingdom,Southampton,Returning,In-Store,8,1937.75,2021-12-17
CUST886189,Jordan,Evans,Male,25-34,United Kingdom,Liverpool,Returning,In-Store,7,1759.0,2025-01-10
CUST763318,Riley,Bailey,Female,35-44,Europe,Cologne,Returning,In-Store,8,1939.25,2024-07-04
CUST524526,Mia,Morris,Female,18-24,United Kingdom,London,Returning,In-Store,7,1955.5,2024-07-17
CUST369969,Jamie,Green,Female,45-54,United Kingdom,Bristol,New,In-Store,5,1745.0,2025-04-13
CUST918970,Ella,Parker,Female,25-34,United Kingdom,Manchester,New,Online,6,2293.0,2024-09-28
CUST887118,Luca,Bailey,Female,25-34,Europe,Marseille,Returning,Online,3,824.5,2024-04-24
CUST907140,Charlie,Evans,Male,25-34,United Kingdom,Brighton,New,Online,7,2432.0,2025-12-18
CUST374240,Lily,Thomas,Female,35-44,United Kingdom,Belfast,New,In-Store,6,1674.0,2024-12-24
CUST492781,Harry,Allen,Female,25-34,United Kingdom,Glasgow,Returning,Online,5,1725.25,2023-02-03
CUST319448,Chris,Harris,Male,18-24,United Kingdom,Glasgow,Returning,In-Store,9,2308.75,2024-05-03
CUST959087,Zoe,King,Female,35-44,United Kingdom,Brighton,Returning,In-Store,7,2184.75,2025-01-30
CUST880386,Isla,Phillips,Male,55+,United Kingdom,Cambridge,Returning,In-Store,2,659.5,2022-03-04
CUST255940,Emma,Allen,Male,45-54,United Kingdom,Birmingham,Returning,Online,8,1632.5,2025-12-05
CUST322317,Zoe,Mitchell,Female,55+,United Kingdom,Birmingham,Returning,In-Store,6,1512.5,2023-08-09
CUST596844,Daniel,Martin,Male,25-34,United Kingdom,Glasgow,New,In-Store,4,1104.5,2023-10-12
CUST473951,Ivy,Taylor,Male,35-44,United Kingdom,Glasgow,Returning,In-Store,8,1713.25,2025-10-21
CUST513912,Oscar,Roberts,Male,45-54,United Kingdom,Cardiff,Returning,In-Store,6,1531.0,2025-10-13
CUST431130,Ivy,Anderson,Female,25-34,United Kingdom,Leeds,Returning,In-Store,8,2478.0,2025-09-16
CUST706541,Maya,Roberts,Female,18-24,United Kingdom,Brighton,Returning,In-Store,5,783.75,2021-11-02
CUST908254,Avery,Stewart,Female,25-34,Europe,Stockholm,Returning,In-Store,5,1031.0,2025-11-11
CUST925498,Ella,Smith,Female,55+,United Kingdom,Cardiff,New,In-Store,11,1883.75,2025-09-27
CUST509711,Ava,Mitchell,Male,45-54,Europe,Toulouse,Returning,In-Store,8,2477.25,2025-02-13
CUST845101,Chris,Turner,Female,25-34,United Kingdom,Birmingham,Returning,In-Store,14,3942.5,2025-07-19
CUST724877,Sam,Young,Male,45-54,Canada,Vancouver,Returning,Online,10,3023.0,2023-11-25
CUST277217,Avery,Collins,Male,35-44,Europe,Cologne,Returning,Online,7,2669.25,2024-03-07
CUST814634,Aria,Walker,Female,25-34,Europe,Cologne,Returning,In-Store,7,1308.0,2025-04-11
CUST415375,Lily,Roberts,Male,18-24,United Kingdom,Glasgow,Returning,In-Store,4,816.75,2025-12-13
CUST665112,Harry,Lee,Female,35-44,Europe,Stockholm,Returning,In-Store,6,1210.25,2025-07-24
CUST748571,Liam,Adams,Male,25-34,United Kingdom,Manchester,Returning,In-Store,11,3229.75,2025-09-16
CUST949324,Daniel,Harris,Female,25-34,United Kingdom,Manchester,New,Online,6,1550.0,2024-03-26
CUST953485,Emma,Allen,Male,35-44,Canada,Toronto,Returning,In-Store,15,4706.25,2025-06-28
CUST822255,Charlie,Bailey,Female,25-34,United Kingdom,Plymouth,New,In-Store,5,1514.5,2023-02-22
CUST555386,Sophia,Smith,Female,35-44,Europe,Milan,Returning,In-Store,7,2439.5,2025-12-05
CUST460185,Riley,Walker,Male,25-34,United Kingdom,Cambridge,New,Online,6,1495.5,2025-02-19
CUST497104,Jack,Cook,Female,45-54,United Kingdom,Manchester,Returning,In-Store,6,1931.0,2024-12-15
CUST955729,Zoe,Mitchell,Female,25-34,United Kingdom,Manchester,Returning,Online,10,2208.0,2025-09-08
CUST284529,Theo,Nelson,Male,35-44,Europe,Milan,New,Online,8,2621.0,2023-04-12
CUST572116,Hugo,Thomas,Female,18-24,Europe,Paris,Returning,In-Store,8,1833.25,2025-07-25
CUST711601,Leo,Adams,Male,18-24,Canada,Vancouver,Returning,In-Store,4,981.5,2024-03-23
CUST120319,Emma,Thompson,Female,25-34,Europe,Marseille,Returning,In-Store,18,4940.0,2024-12-30
CUST671404,Casey,Adams,Male,25-34,United Kingdom,Liverpool,New,In-Store,6,1491.5,2023-11-19
CUST334011,Max,Collins,Female,25-34,United Kingdom,Plymouth,Returning,Online,12,2887.5,2025-04-20
CUST352580,Isla,White,Male,35-44,United Kingdom,Manchester,Returning,In-Store,6,1749.0,2024-04-08
CUST659556,Ella,Taylor,Female,35-44,Canada,Toronto,New,In-Store,5,1591.5,2023-02-06
CUST108001,Avery,Murphy,Female,45-54,United Kingdom,London,Returning,In-Store,8,2651.25,2024-03-30
CUST241133,Max,Turner,Other,35-44,United Kingdom,Edinburgh,Returning,In-Store,3,820.0,2024-09-28
CUST509472,Ethan,Jackson,Female,25-34,Canada,Vancouver,Returning,In-Store,4,1694.0,2022-06-29
CUST625660,Ava,Nelson,Female,55+,United Kingdom,Edinburgh,Returning,In-Store,7,2120.5,2025-03-29
CUST198207,Leo,Taylor,Female,25-34,Europe,Paris,Returning,In-Store,7,1444.0,2023-05-08
CUST425437,Emily,Allen,Male,25-34,Europe,Milan,Returning,In-Store,11,2738.0,2025-10-28
CUST376792,Ella,Cook,Female,18-24,United Kingdom,Cardiff,Returning,Online,7,2666.25,2025-02-02
CUST580946,Nora,Young,Female,25-34,United Kingdom,Belfast,Returning,In-Store,5,1199.5,2025-07-27
CUST370536,Jordan,Evans,Male,35-44,Europe,Dublin,Returning,In-Store,8,2225.0,2023-03-09
CUST101687,Sophia,Phillips,Female,25-34,United Kingdom,Glasgow,Returning,Mobile App,5,991.0,2025-08-27
CUST577068,Emily,Young,Male,25-34,Europe,Amsterdam,New,In-Store,7,1782.5,2025-09-24
CUST863578,Lily,Nelson,Female,18-24,Europe,Amsterdam,New,Online,5,983.0,2023-10-27
CUST626267,Hugo,Brown,Male,25-34,United Kingdom,Plymouth,Returning,In-Store,2,659.0,2023-01-24
CUST425732,Oscar,Mitchell,Female,35-44,Europe,Amsterdam,Returning,In-Store,5,1170.0,2025-05-07
CUST534136,Zoe,Wright,Male,25-34,Europe,Dublin,Returning,In-Store,7,2081.0,2023-04-22
CUST226142,Charlie,Parker,Male,18-24,United Kingdom,Newcastle,Returning,Online,3,789.5,2025-07-29
CUST312967,Jack,Campbell,Female,45-54,Europe,Madrid,New,In-Store,6,1239.75,2025-04-30
CUST494123,Nora,Harris,Male,35-44,Canada,Toronto,Returning,In-Store,4,911.0,2024-07-24
CUST633102,Ella,Evans,Male,55+,Europe,Dublin,New,Online,7,2240.0,2025-09-12
CUST537559,Luca,Thomas,Female,18-24,United Kingdom,Brighton,New,In-Store,7,2768.0,2025-07-01
CUST966597,Emma,Nelson,Female,35-44,United Kingdom,Manchester,Returning,In-Store,7,1733.75,2025-12-21
CUST673661,Nina,Evans,Female,25-34,Canada,Vancouver,New,In-Store,6,1254.25,2024-09-16
CUST120693,Aria,Nelson,Male,35-44,United Kingdom,Liverpool,Returning,In-Store,7,2490.5,2022-12-28
CUST572105,Hugo,Green,Male,35-44,United Kingdom,Brighton,Returning,In-Store,7,1470.5,2024-08-07
CUST624524,Ivy,Young,Female,25-34,United Kingdom,Southampton,Returning,In-Store,7,2298.0,2025-08-06
CUST139171,Charlie,Baker,Female,25-34,Europe,Madrid,Returning,Online,8,3491.5,2025-06-07
CUST446516,Luca,Young,Female,25-34,United Kingdom,Manchester,New,Online,5,2666.25,2024-09-14
CUST884360,Freya,Jackson,Male,25-34,United Kingdom,Manchester,Returning,In-Store,4,1251.5,2025-06-26
CUST421203,Sam,Jackson,Female,35-44,United Kingdom,Manchester,New,In-Store,4,1560.5,2023-02-22
CUST510857,Lily,Smith,Other,25-34,Canada,Vancouver,Returning,In-Store,6,1589.25,2025-09-22
CUST299044,Nina,Anderson,Male,35-44,Europe,Milan,Returning,In-Store,8,2397.5,2025-10-26
CUST169288,Noah,Campbell,Female,35-44,Canada,Vancouver,Returning,In-Store,6,1915.0,2022-01-22
CUST386382,Hugo,Parker,Male,25-34,United Kingdom,Southampton,Returning,Online,8,2255.0,2025-09-07
CUST795544,Casey,Allen,Female,18-24,Europe,Paris,Returning,In-Store,8,1739.0,2024-12-19
CUST984848,Alex,Mitchell,Male,18-24,United Kingdom,Belfast,Returning,In-Store,10,3301.75,2025-09-22
CUST694138,Freya,Campbell,Female,25-34,United Kingdom,Bristol,Returning,In-Store,10,3714.25,2024-09-22
CUST847797,Chris,Edwards,Female,55+,Canada,Vancouver,Returning,In-Store,6,1516.0,2025-04-03
CUST684493,Jacob,Nelson,Male,55+,United Kingdom,London,New,In-Store,4,1828.0,2020-10-02
CUST692849,Liam,Green,Female,25-34,United Kingdom,Cambridge,New,In-Store,6,1462.25,2025-10-15
CUST484222,Chloe,King,Male,25-34,Europe,Toulouse,Returning,In-Store,8,3038.0,2024-10-02
CUST155088,Luca,Stewart,Male,35-44,Europe,Cologne,New,In-Store,6,1133.75,2024-12-05
CUST469446,Ivy,Martinez,Female,45-54,United Kingdom,Belfast,Returning,In-Store,8,2964.5,2025-11-26
CUST878385,Leo,Nelson,Female,35-44,Europe,Stockholm,Returning,In-Store,5,1635.0,2025-09-25
CUST582704,Luca,Perez,Male,35-44,Europe,Madrid,New,In-Store,10,2249.25,2025-09-13
CUST785771,Ethan,Morris,Male,18-24,Europe,Marseille,New,Online,9,2189.0,2025-08-06
CUST145534,Riley,Martinez,Male,45-54,Canada,Toronto,Returning,In-Store,8,1937.25,2025-10-17
CUST281124,Chloe,Bailey,Male,35-44,Europe,Marseille,Returning,In-Store,5,1602.75,2021-09-15
CUST369061,Daniel,Rodriguez,Male,35-44,Europe,Cologne,New,Online,4,896.25,2022-04-15
CUST423407,Chris,Thomas,Male,25-34,United Kingdom,Manchester,Returning,In-Store,4,1290.25,2025-06-26
CUST989103,Taylor,Thompson,Female,18-24,Europe,Dublin,Returning,In-Store,4,1282.0,2025-05-13
CUST515728,Isla,Turner,Male,25-34,Canada,Vancouver,Returning,In-Store,7,1824.5,2023-08-17
CUST695972,Liam,Adams,Female,55+,United Kingdom,Liverpool,Returning,In-Store,7,2212.25,2025-04-14
CUST680006,Olivia,Morris,Male,35-44,United Kingdom,Cambridge,New,In-Store,5,1124.25,2025-12-17
CUST477040,George,Turner,Female,25-34,Europe,Madrid,New,In-Store,6,1568.0,2025-10-05
CUST969693,Casey,Roberts,Male,18-24,United Kingdom,Cambridge,Returning,In-Store,8,2342.75,2025-05-12
CUST300126,Charlie,Mitchell,Male,18-24,United Kingdom,Manchester,Returning,Online,4,1437.0,2023-10-15
CUST131078,Jacob,Green,Female,35-44,Canada,Vancouver,Returning,Mobile App,5,1776.75,2025-10-09
CUST770687,Chris,Anderson,Male,55+,United Kingdom,Liverpool,Returning,In-Store,13,3481.0,2025-08-22
CUST688422,Emily,Martinez,Male,25-34,Europe,Dublin,Returning,In-Store,3,818.25,2025-07-01
CUST334261,Chris,Wright,Male,25-34,United Kingdom,Birmingham,Returning,Online,9,2600.25,2025-02-17
CUST881165,Taylor,Taylor,Female,25-34,United Kingdom,Brighton,Returning,In-Store,5,1300.5,2023-07-04
CUST246132,Maya,Morris,Male,35-44,United Kingdom,Brighton,New,Online,6,1266.0,2024-12-01
CUST325869,Jamie,Rodriguez,Male,35-44,Europe,Amsterdam,Returning,In-Store,7,3065.5,2024-12-27
CUST239063,Max,Evans,Male,25-34,United Kingdom,Brighton,New,In-Store,8,2832.5,2025-04-17
CUST267619,Oscar,Green,Female,55+,United Kingdom,Glasgow,New,In-Store,8,2011.0,2024-10-31
CUST756336,Chris,Walker,Other,35-44,Europe,Milan,Returning,In-Store,9,2178.5,2025-11-08
CUST733136,Max,Carter,Male,18-24,Canada,Toronto,Returning,In-Store,3,1462.75,2022-11-30
CUST678528,Ivy,Evans,Male,18-24,Europe,Toulouse,New,In-Store,9,2891.0,2025-06-10
CUST874684,Amelia,Lee,Male,35-44,United Kingdom,Plymouth,New,In-Store,4,1237.75,2022-09-02
CUST162825,Isla,Brown,Female,45-54,United Kingdom,Leeds,Returning,In-Store,6,1303.25,2023-10-17
CUST658383,Jack,Roberts,Male,35-44,Europe,Madrid,Returning,Online,9,2714.5,2024-09-04
CUST203538,Aria,Murphy,Female,45-54,United Kingdom,Newcastle,Returning,In-Store,10,2851.0,2025-08-09
CUST960096,Zoe,Lee,Female,18-24,United Kingdom,Birmingham,Returning,Online,7,2276.0,2025-11-19
CUST670461,Jack,Brown,Male,25-34,Europe,Marseille,Returning,In-Store,7,2403.0,2024-09-06
CUST783934,Riley,Nelson,Female,18-24,Canada,Vancouver,Returning,In-Store,8,3942.0,2025-05-16
CUST614003,Casey,Martin,Female,25-34,Europe,Marseille,Returning,Online,7,2465.5,2024-07-28
CUST445301,Jacob,Cook,Male,35-44,United Kingdom,Liverpool,Returning,Online,6,1379.5,2021-03-05
CUST717398,Noah,Carter,Male,55+,Canada,Vancouver,Returning,In-Store,11,3488.75,2024-12-15
CUST852175,Aria,Perez,Male,25-34,United Kingdom,York,New,In-Store,7,2967.5,2024-08-26
CUST260234,Jamie,Cook,Male,25-34,United Kingdom,Cambridge,New,Online,7,1529.25,2025-03-11
CUST884662,Max,Nelson,Female,35-44,United Kingdom,Glasgow,New,In-Store,4,1500.0,2023-07-07
CUST753928,Olivia,Roberts,Female,35-44,Europe,Cologne,New,In-Store,5,1460.0,2023-07-14
CUST177259,Harry,King,Female,25-34,United Kingdom,Liverpool,New,In-Store,5,2026.75,2023-07-01
CUST942485,Chloe,Stewart,Female,35-44,Europe,Amsterdam,Returning,In-Store,11,3260.0,2025-09-25
CUST262210,Lucas,Cook,Male,35-44,United Kingdom,Brighton,Returning,Online,10,1953.75,2025-03-13
CUST640944,Casey,Allen,Male,35-44,Europe,Milan,New,In-Store,5,2788.0,2025-10-14
CUST216634,George,Anderson,Female,55+,Europe,Dublin,Returning,Online,6,1953.0,2024-06-23
CUST276516,Luca,Thompson,Male,45-54,Canada,Toronto,Returning,In-Store,6,1299.5,2025-10-31
CUST678694,Mia,Roberts,Male,45-54,Europe,Toulouse,New,In-Store,3,898.0,2025-05-21
CUST711588,Jordan,Perez,Female,45-54,Europe,Amsterdam,Returning,In-Store,7,2795.25,2025-04-21
CUST718270,Daniel,Garcia,Female,35-44,Canada,Vancouver,Returning,Online,5,1455.0,2024-08-20
CUST408773,Jamie,Martinez,Male,18-24,United Kingdom,Southampton,Returning,In-Store,4,1385.0,2023-07-28
CUST838193,Oscar,Phillips,Female,25-34,United Kingdom,Bristol,New,In-Store,4,1572.0,2021-05-31
CUST144358,Liam,Stewart,Male,45-54,United Kingdom,Belfast,Returning,In-Store,5,1004.0,2025-06-25
CUST868858,Morgan,Jackson,Female,25-34,United Kingdom,Leeds,New,Online,4,641.0,2022-03-22
CUST372104,Sophia,Carter,Female,55+,United Kingdom,London,Returning,In-Store,6,1571.75,2024-08-09
CUST658578,Ella,Parker,Female,18-24,Canada,Vancouver,Returning,In-Store,8,2210.5,2025-04-15
CUST915025,Taylor,Martin,Male,35-44,United Kingdom,Newcastle,Returning,In-Store,8,2873.25,2025-12-29
CUST329937,Theo,Roberts,Female,18-24,Europe,Dublin,New,Online,5,1824.25,2025-02-08
CUST470024,Jordan,Thomas,Male,45-54,United Kingdom,Liverpool,Returning,In-Store,5,1377.0,2025-01-09
CUST845493,Ava,Young,Female,35-44,Europe,Paris,New,Online,8,2134.0,2025-05-24
CUST878197,Luca,Murphy,Other,25-34,United Kingdom,York,Returning,In-Store,8,2112.0,2025-10-25
CUST311697,Jacob,Perez,Male,18-24,United Kingdom,Manchester,New,Online,9,2269.75,2025-09-29
CUST557792,Daniel,Evans,Female,25-34,Europe,Stockholm,New,Online,7,1966.0,2023-02-10
CUST399997,Hugo,Perez,Male,25-34,United Kingdom,Belfast,New,In-Store,5,1121.0,2021-11-18
CUST565279,Riley,Mitchell,Female,25-34,Europe,Stockholm,Returning,Online,9,2126.25,2025-10-30
CUST441241,Owen,Taylor,Female,25-34,Europe,Marseille,Returning,Online,8,1577.0,2023-03-11
CUST104694,Jordan,Thomas,Male,45-54,United Kingdom,Southampton,Returning,In-Store,2,395.5,2018-03-04
CUST932069,Mia,Phillips,Female,25-34,United Kingdom,Newcastle,Returning,In-Store,4,1736.5,2024-03-02
CUST673393,Sam,Nelson,Female,18-24,Europe,Milan,Returning,In-Store,7,1587.25,2025-07-12
CUST515500,Nina,Thomas,Female,25-34,Canada,Vancouver,New,In-Store,9,2802.75,2023-09-11
CUST197032,Ethan,Stewart,Female,35-44,United Kingdom,Birmingham,New,Online,4,1244.5,2025-07-23
CUST164142,Freya,Adams,Male,25-34,United Kingdom,Belfast,Returning,In-Store,5,1653.0,2024-08-20
CUST530873,Sophia,Young,Other,18-24,United Kingdom,Cambridge,Returning,In-Store,7,2386.75,2025-09-14
CUST684178,Chris,Garcia,Male,18-24,Canada,Vancouver,Returning,In-Store,5,719.75,2024-11-09
CUST334284,Ava,Evans,Male,18-24,Europe,Stockholm,Returning,Online,10,2817.5,2025-07-28
CUST769953,Chloe,Johnson,Male,35-44,United Kingdom,Brighton,New,Online,7,1986.0,2025-09-23
CUST453144,Jamie,Taylor,Male,45-54,United Kingdom,Liverpool,Returning,In-Store,5,1770.5,2025-11-21
CUST109963,Jordan,Murphy,Female,45-54,United Kingdom,Edinburgh,Returning,In-Store,16,4541.25,2025-12-09
CUST583369,Liam,Martinez,Male,35-44,Europe,Cologne,New,In-Store,6,1493.0,2025-07-06
CUST262962,Ava,Bailey,Female,25-34,United Kingdom,Bristol,Returning,In-Store,7,1438.0,2023-11-27
CUST113017,Ava,Green,Male,25-34,United Kingdom,Plymouth,Returning,In-Store,7,2250.75,2025-03-03
CUST217101,Luca,Phillips,Male,35-44,United Kingdom,Bristol,Returning,In-Store,6,2644.0,2025-03-06
CUST356124,Sam,Martin,Female,45-54,Europe,Milan,Returning,In-Store,6,2304.0,2025-07-08
CUST563374,Freya,Baker,Female,55+,United Kingdom,Southampton,Returning,In-Store,4,884.5,2024-09-21
CUST990649,Zoe,Edwards,Male,55+,Canada,Toronto,New,In-Store,11,3552.5,2024-05-06
CUST296463,Noah,Martin,Female,35-44,Canada,Toronto,Returning,In-Store,4,1719.5,2021-12-02
CUST151659,Ethan,Martin,Female,25-34,United Kingdom,Newcastle,New,Mobile App,4,1701.0,2025-11-14
CUST272134,Zoe,Thomas,Male,55+,United Kingdom,Southampton,New,In-Store,4,951.0,2023-09-13
CUST387453,Nora,Martinez,Male,18-24,United Kingdom,Brighton,Returning,In-Store,6,998.0,2025-02-21
CUST284722,Luca,Allen,Other,25-34,Europe,Milan,Returning,In-Store,7,2769.5,2025-07-13
